1571928426730,25.0382212,121.5666133,false
1571928442570,25.0385434,121.5662238,false
1571928466249,25.0387708,121.5668769,false
1571928490025,25.0388878,121.5670187,false
1571928514672,25.0387969,121.5668389,false
1571928538654,25.0381997,121.5664991,false
1571928562551,25.0386845,121.5660656,false
1571928586459,25.038887,121.5681612,false
1571928610460,25.0369923,121.5682139,false
1571928633229,25.0361496,121.5682469,false
1571928635450,25.0360564,121.5685217,false
1571928699195,25.0346663,121.5684007,false
1571928737248,25.0328525,121.5683016,false
1571928751502,25.0328027,121.5683987,false
1571928788025,25.0325707,121.5717448,false
1571928798646,25.0312701,121.5717032,false
1571928826216,25.0274531,121.5716241,false
1571928850292,25.0228645,121.5757087,false
1571928874428,25.0208268,121.5777682,false
1571928899242,25.0272622,121.5739252,false
1571928922982,25.0238635,121.5742819,false
1571928946698,25.0091526,121.5812436,false
1571928980969,25.0035793,121.5800096,false
1571929014353,25.0004423,121.5766527,false
1571929045526,24.9997233,121.5755971,false
1571929069267,24.9997596,121.5756104,false
1571929101141,24.9977048,121.574039,false
1571929124415,24.9959972,121.572276,false
1571929154595,24.993298,121.5715535,false
1571929156484,24.9931165,121.5714468,false
1571929178490,24.9930259,121.5714123,false
1571929188471,24.9926072,121.5713076,false
1571929200471,24.9925074,121.5712811,false
1571929210512,24.9919806,121.5711212,false
1571929221473,24.991395,121.5710292,false
1571929231488,24.9906737,121.5708726,false
1571929241515,24.9901159,121.5701467,false
1571929252460,24.9895579,121.5693864,false
1571929262477,24.9895675,121.5692127,false
1571929273484,24.9899281,121.5688667,false
1571929283486,24.9897255,121.5683105,false
1571929294467,24.9896024,121.567767,false
1571929305490,24.9894832,121.567173,false
1571929316471,24.9892488,121.5670007,false
1571929326496,24.9890623,121.5669485,false
