1573755301795,25.06422533,121.5420073,false,gps,true
1573755301798,25.06422533,121.5420073,false,gps,true
1573755306795,25.06431069,121.54204453,false,gps,false
1573755311796,25.06431069,121.54204453,false,gps,false
1573755316794,25.06431069,121.54204453,false,gps,false
1573755321796,25.06431069,121.54204453,false,gps,false
1573755326795,25.06431069,121.54204453,false,gps,false
1573755331795,25.06431069,121.54204453,false,gps,false
1573755336797,25.06431069,121.54204453,false,gps,false
1573755341797,25.06431069,121.54204453,false,gps,false
1573755346796,25.06429369,121.54214604,false,gps,false
1573755351796,25.06422533,121.5420073,false,gps,true
1573755351832,25.0642926,121.54230133,false,gps,false
1573755356796,25.06419238,121.54248197,false,gps,false
1573755361795,25.0642926,121.54230133,false,gps,true
1573755361847,25.06383238,121.54245154,false,gps,false
1573755366795,25.06383238,121.54245154,false,gps,true
1573755366851,25.06355185,121.54248769,false,gps,false
1573755371795,25.06355185,121.54248769,false,gps,false
1573755376796,25.06355185,121.54248769,false,gps,false
1573755381795,25.06355185,121.54248769,false,gps,false
1573755386796,25.06355185,121.54248769,false,gps,false
1573755391795,25.06355185,121.54248769,false,gps,false
1573755396796,25.06355185,121.54248769,false,gps,false
1573755401795,25.06355185,121.54248769,false,gps,false
1573755406795,25.06355185,121.54248769,false,gps,false
1573755411796,25.06355185,121.54248769,false,gps,false
1573755416795,25.06355185,121.54248769,false,gps,false
1573755421795,25.06355185,121.54248769,false,gps,false
1573755426796,25.06355185,121.54248769,false,gps,false
1573755431795,25.06355185,121.54248769,false,gps,false
1573755436794,25.06355185,121.54248769,false,gps,false
1573755441796,25.06355185,121.54248769,false,gps,false
1573755447047,25.06355185,121.54248769,false,gps,false
1573755452268,25.06355185,121.54248769,false,gps,false
1573755464237,25.06355185,121.54248769,false,gps,false
1573755473056,25.06355185,121.54248769,false,gps,true
1573755473089,25.0625923,121.5442024,false,fused,false
1573755484896,25.0625923,121.5442024,false,fused,false
1573755495570,25.0625923,121.5442024,false,fused,true
1573755495597,25.0618463,121.5443569,false,fused,false
1573755501676,25.0618463,121.5443569,false,fused,false
1573755507899,25.0618463,121.5443569,false,fused,true
